male,a'lam
male,a'lo
male,a'loiddin
male,a'loqul
male,a'zam
male,a'zamiddin
male,a'zamqul
male,abadjon
male,abay
male,abbos
male,abdi
male,abdol
male,abdolniyoz
male,abduahad
male,abduali
male,abdualim
male,abduazim
male,abduaziz
male,abdubashar
male,abdubois
male,abduboqi
male,abduboriy
male,abdubosit
male,abdubotir
male,abdufadil
male,abdufarmon
male,abdufattoh
male,abdufayyod
male,abdufayz
male,abdufozil
male,abdug'affor
male,abdug'afur
male,abdug'ani
male,abdug'oyib
male,abdug'ozi
male,abdug'ulom
male,abduhafiz
male,abduhakim
male,abduhalim
male,abduhamid
male,abduhanif
male,abduhasan
male,abduhayot
male,abduhodi
male,abduhoshim
male,abduhusayn
male,abdujabbor
male,abdujalil
male,abdujalol
male,abdujamil
male,abdujamol
male,abdukabir
male,abdukamol
male,abdukarim
male,abdukomil
male,abdulahad
male,abdulali
male,abdulamin
male,abdulatif
male,abdulazal
male,abdulaziz
male,abdulbasir
male,abdulboqi
male,abdulbori
male,abdulbosit
male,abdulfattoh
male,abdulfayz
male,abdulforix
male,abdulg'afur
male,abdulg'iyos
male,abdulgo'zi
male,abdulhafiz
male,abdulhakim
male,abdulhamid
male,abdulhaq
male,abdulhay
male,abdulhayit
male,abdulhujjat
male,abduljami
male,abduljavod
male,abdulkarim
male,abdulla
male,abdulmahmud
male,abdulmannon
male,abdulnur
male,abdulqahhor
male,abdulqodir
male,abdulqosim
male,abdulquddus
male,abdultohir
male,abdulvojid
male,abdulxayr
male,abdumajid
male,abdumalik
male,abdumamad
male,abdumannof
male,abdumannon
male,abdumasih
male,abdumavlon
male,abdumetin
male,abdumo'min
male,abdumuhammad
male,abdumuhid
male,abdumujib
male,abdumulk
male,abdumuqtadir
male,abdumurod
male,abdumuso
male,abdumutallib
male,abdumuxtor
male,abdunabi
male,abdunaim
male,abdunaqib
male,abdunasim
male,abdunazar
male,abdunazir
male,abduniyoz
male,abdunosir
male,abdunozir
male,abdunu'mon
male,abdunur
male,abduomil
male,abduqahhor
male,abduqayyum
male,abduqobil
male,abduqodir
male,abduqosim
male,abduquddus
male,abduqunduz
male,abdurafi
male,abdurafiq
male,abdurahim
male,abdurahmat
male,abdurahmon
male,abduraqib
male,abdurashid
male,abdurasul
male,abdurauf
male,abdurazzoq
male,abdurizo
male,abduroziq
male,abdusadr
male,abdusaid
male,abdusalim
male,abdusalom
male,abdusamad
male,abdusami
male,abdusattor
male,abdusayfi
male,abdusayid
male,abdushams
male,abdusharaf
male,abdusharif
male,abdushayx
male,abdusher
male,abdushohid
male,abdushokir
male,abdushukur
male,abdusiddiq
male,abdusoat
male,abdusobir
male,abdusohat
male,abdusohib
male,abdusolih
male,abdusunnat
male,abdutohir
male,abdutolib
male,abduumar
male,abduusmon
male,abduvafo
male,abduvahhob
male,abduvakil
male,abduvali
male,abduvaqqos
male,abduvohid
male,abduvoris
male,abduvosi
male,abduvosil
male,abduxabar
male,abduxabir
male,abduxalil
male,abduxalloq
male,abduxannon
male,abduxayr
male,abduxol
male,abduxoliq
male,abduxolis
male,abduxoris
male,abduxorun
male,abduyahyo
male,abduyusuf
male,abduzafar
male,abduzohid
male,abduzohir
male,abduzoir
male,abduzunnun
male,abhar
male,abihafiz
male,abirali
male,abirqul
male,abjir
male,abobakir
male,abobashir
male,abror
male,abuali
male,abubakr
male,abuhanifa
male,abuhasan
male,abula'lo
male,abulabbos
male,abulfadl
male,abulfaraj
male,abulfath
male,abulfattoh
male,abulfavoris
male,abulfayd
male,abulfayz
male,abulfazl
male,abulfido
male,abulg'ozi
male,abulhakim
male,abulhamid
male,abulhasan
male,abulhodi
male,abulhoshim
male,abulhusayn
male,abulkalom
male,abulmakorim
male,abulmalih
male,abulmalik
male,abulmuhammad
male,abulmuhsim
male,abulmuzaffar
male,abulqosim
male,abulsaid
male,abulxayr
male,abulxoris
male,abumansur
male,abumuhammad
male,abumuslim
male,abumuxtor
male,abumuzaffar
male,abunasim
male,abunasr
male,aburizo
male,abusafo
male,abusaid
male,abusaodat
male,abushijo
male,abusobit
male,abutolib
male,abuturob
male,abuyazid
male,abuyusuf
male,abuzar
male,abuzayd
male,abvduvosid
male,abzal
male,adash
male,adashali
male,adashmurod
male,adashxol
male,adham
male,adib
male,adir
male,adirali
male,adl
male,adolat
male,afandi
male,affon
male,afg'onboy
male,afhamulla
male,aflotun
male,afridun
male,afzal
male,afzaliddin
male,afzalulla
male,afzun
male,ahad
male,ahadqul
male,ahadulla
male,ahil
male,ahililla
male,ahkam
male,ahliddin
male,ahlilulla
male,ahmad
male,ahmadali
male,ahmadbaxsh
male,ahmaddiyor
male,ahmadnazar
male,ahmadnor
male,ahmadnur
male,ahmadqobil
male,ahmadqul
male,ahmadsher
male,ahmadulla
male,ahmadvali
male,ahmadyor
male,ahmar
male,ahmariddin
male,ahror
male,ahroriddin
male,ahrorqul
male,ahtam
male,ajab
male,ajabali
male,ajar
male,ajmulla
male,aka
male,akbar
male,akbarali
male,akif
male,akmal
male,akobir
male,akram
male,akrom
male,alaviy
male,alda
male,aldan
male,aldanmurod
male,ali
male,aliabbos
male,aliahror
male,aliakbar
male,aliasad
male,aliashur
male,aliasqar
male,alibaxsh
male,alibek
male,alibo'ta
male,aliboy
male,alidarvesh
male,alidiyor
male,alido'st
male,alidod
male,alidono
male,alifayzi
male,aligavhar
male,alihaydar
male,alijon
male,alikabir
male,alim
male,alimamat
male,alimardi
male,alimardon
male,alimazid
male,alimberdi
male,alimirza
male,alimnazar
male,alimqul
male,alimtosh
male,alimuhammad
male,alimulla
male,alimurod
male,alimyor
male,alinazar
male,aliniyoz
male,alinur
male,aliqo'zi
male,aliqobil
male,aliqosim
male,aliqul
male,alirizo
male,alisaid
male,alisher
male,alishon
male,alitilla
male,aliulla
male,aliumar
male,alixo'ja
male,alixol
male,aliyazdon
male,aliyor
male,alizod
male,alizoda
male,alloma
male,alob
male,alohida
male,alohiddin
male,aloiddin
female,alomat
male,alouddin
male,alpon
male,alqos
male,alvonboy
male,amal
male,amin
male,aminiddin
male,aminqul
male,aminulla
male,aminulmulk
male,amir
male,amirali
male,amiriddin
male,amirnazar
male,amirqul
male,amirsaid
male,amirshoh
male,amirtosh
male,amirulla
male,amirxol
male,amirzoda
male,amriddin
male,amroh
male,amrulla
male,anas
male,andalib
male,anhorali
male,anis
male,anjonboy
male,anna
male,annaahmad
male,annaali
male,annaberdi
male,annadurdi
male,annageldi
male,annak
male,annakeldi
male,annamamat
male,annamat
male,annamuhammad
male,annamurod
male,annanazar
male,annaniyoz
male,annapo'lat
male,annaqilich
male,annaqul
male,annaqurbon
male,annasaid
male,annash
male,annasihat
male,annasuyun
male,annato'g'on
male,annaturdi
male,annatursun
male,anoriddin
male,anormuhammad
male,anortoy
male,anqoberdi
male,anqoboy
male,ansor
male,ansoriddin
male,anush
male,anvar
male,anvarhaq
male,aqcha
male,aql
male,aqliddin
male,aqrab
male,arab
male,arabali
male,arabiddin
male,arabsho
male,aran
male,arbob
male,archa
male,ardasher
male,ardavon
male,ardoq
male,arg'in
male,armonboy
male,arna
male,arpa
male,arqaboy
male,arqon
male,arshimuhammad
male,arshod
male,arslon
male,arslonbek
male,arslonqul
male,arzanda
male,arzimat
male,asaboy
male,asad
male,asadqul
male,asadulla
male,asaf
male,asfandi
male,asfandiyor
male,ashraf
male,ashrafiddin
male,ashrafulla
male,ashur
male,ashurahmad
male,ashurali
male,ashurberdi
male,ashurboqi
male,ashurmamat
male,ashurmat
male,ashurmuhammad
male,ashurmurod
male,ashurnazar
male,ashurniyoz
male,ashurpo'lat
male,ashurqul
male,ashurtosh
male,asil
male,asilbek
male,asiliddin
male,asilmirza
male,asilmurod
male,asiltoy
male,asilxo'ja
male,asilxon
male,asilzoda
male,asir
male,asirali
male,asiriddin
male,askar
male,askarali
male,aslam
male,asliddin
male,aslom
male,aso
male,asobiddin
male,asom
male,asomiddin
male,asov
male,asoviddin
male,asqad
male,asqar
male,asqarali
male,asqarqul
male,asqartoy
male,asra
male,asran
male,asranqul
male,asri
male,asror
male,asrorali
male,asrorqul
male,astarqul
male,ataman
male,atan
male,atif
male,ato
male,atomuhammad
male,atonboy
male,atoq
male,atoqul
male,atorahmon
male,atoulla
male,atoxon
male,avaz
male,avazali
male,avazbadal
male,avazbakir
male,avazberdi
male,avazmamat
male,avazmengli
male,avazmuhammad
male,avazmurod
male,avaznafas
male,avazniyoz
male,avazomon
male,avazqurbon
male,avazsafar
male,avazsulton
male,avazturdi
male,avazxon
male,avliyo
male,avliyoniyoz
male,avliyoqul
male,avliyozoda
male,avval
male,avvaliddin
male,avvalmomo
male,avvalmurod
male,axbor
male,axib
male,axiy
male,axtar
male,aynash
male,ayni
male,ayniddin
male,aynijahon
male,aynulla
male,ayoz
male,ayqinboy
male,ayub
male,ayyub
male,azalboy
male,azamat
male,azamatulla
male,azhar
male,azim
male,azimat
male,azimbek
male,azimberdi
male,azimboy
male,azimiddin
male,azimqul
male,azimshoh
male,azimxon
male,aziz
male,azizali
male,azizberdi
male,azizbergan
male,aziziddin
male,azizkeldi
male,azizmurod
male,aziztoy
male,azizturdi
male,azizulislom
male,azizulla
male,azizxol
male,azmiddin
male,aznaboy
male,aznaqul
male,azonboy
male,ja'far
male,ja'farali
male,ja'farqul
male,ja'farsodiq
male,jabbor
male,jabborali
male,jabborberdi
male,jabborbergan
male,jabbormirza
male,jabborqul
male,jabborsodiq
male,jabborsolih
male,jabborxon
male,jabin
male,jabroil
male,jadalboy
male,jadid
male,jadra
male,jag'alboy
male,jahon
male,jahonbaxsh
male,jahonbaxt
male,jahonbin
male,jahonbon
male,jahondor
male,jahongir
male,jahonqul
male,jahonsho
male,jakbar
male,jakbarali
male,jala
male,jalg'ash
male,jalg'asin
male,jalid
male,jalil
male,jalis
male,jalish
male,jalol
male,jaloliddin
male,jalolmirza
male,jalolxo'ja
male,jalonboy
male,jaloyir
male,jamal
male,jaman
male,jamanqora
male,jamanqul
male,jamash
male,jambul
male,jamg'ir
male,jamil
male,jamod
male,jamoddin
male,jamol
male,jamoliddin
male,jamolxon
male,jamshid
male,jand
male,jangi
male,jangovar
male,janil
male,janiqul
male,janish
male,janishali
male,jannatquli
male,janob
male,janobiddin
male,janoq
male,jaras
male,jarid
male,jarilqasin
male,jarir
male,jarroh
male,jarulla
male,jasorat
male,jasur
male,javdat
male,javdon
male,javhar
male,javharali
male,javhariddin
male,javli
male,javlon
male,javlonqul
male,javlonxo'ja
male,javman
male,javod
male,javohir
male,javonbaxt
male,javonboy
male,javongar
male,javonsher
male,javqa
male,javqiron
male,javqoch
male,javqon
male,javqosh
male,javshan
male,javzo
male,jaylov
male,jaynoq
male,jaynoqmirza
male,jayron
male,jayxun
male,jazil
male,jazilboy
male,jazo
male,jiba
male,jibachi
male,jig'a
male,jig'ali
male,jigar
male,jigardon
male,jigit
male,jilan
male,jilov
male,jilovdor
male,jilvonboy
male,jing'ilboy
male,jiyan
male,jiyanali
male,jiyandavlat
male,jiyanmamat
male,jiyanmuhammad
male,jiyanmurod
male,jiyannazar
male,jiyanniyoz
male,jiyanqilich
male,jiyansho
male,jiyanturdi
male,jiyronboy
male,jo'ji
male,jo'lli
male,jo'lmamat
male,jo'lmirza
male,jo'lmuhammad
male,jo'mard
male,jo'mardberdi
male,jo'mardqul
male,jo'mardturdi
male,jo'ntoy
male,jo'ra
male,jo'raberdi
male,jo'rajon
male,jo'rakeldi
male,jo'ramirza
male,jo'ramurod
male,jo'ranazar
male,jo'raniyoz
male,jo'raqo'zi
male,jo'raqobil
male,jo'raqul
male,jo'rasulton
male,jo'ratoy
male,jo'raturdi
male,jo'raxol
male,jo'shqin
male,jo'ya
male,jo'yanda
male,jo'ybor
male,jobir
male,johid
male,jolis
male,jomboy
male,jomiddin
male,jomir
male,jonali
male,jonas
male,jonash
male,jonbars
male,jonbaxsh
male,jonbek
male,jonbo'l
male,jonbo'lsin
male,jonbo'ta
male,jonbosim
male,jonboy
